Product name,Manufacture date,Quantity,Discount
Canned Mushrooms,2023-11-06,202,6
Whiskey,2022-12-12,60,14
Canned Corn,2023-01-13,6,13
Coca-Cola,2023-05-19,141,6
Rice,2023-07-28,204,13
Rice,2023-02-19,125,6
Canned Soup,2022-06-23,237,20
Rum,2022-06-28,137,17
Canned Olives,2023-07-29,236,14
Canned Peas,2023-07-28,134,8
Sprite,2022-09-04,75,15
Canned Corn,2022-03-19,288,20
Fanta,2022-01-08,179,19
Pasta,2022-10-20,97,13
Canned Olives,2023-12-20,101,0
Canned Tomatoes,2022-01-07,109,13
Canned Soup,2023-06-22,257,11
Coca-Cola,2023-10-26,94,0
Sprite,2023-05-21,187,14
Canned Olives,2023-11-28,180,10
Coca-Cola,2023-09-19,237,6
Canned Olives,2022-09-12,300,19
Nestea,2023-06-27,183,16
Rice,2022-02-09,245,19
Canned Beans,2022-09-30,142,15
Sprite,2022-05-13,23,14
Sprite,2023-03-24,3,9
Coca-Cola,2022-01-16,103,12
Canned Pineapple,2023-11-06,203,6
Canned Tomatoes,2022-09-22,205,20
Nestea,2022-09-02,218,20
Can of Tuna,2022-03-23,101,15
Canned Tomatoes,2022-07-08,195,20
Whiskey,2023-08-01,47,0
Canned Soup,2022-01-03,223,18
Canned Beans,2022-01-16,48,12
Canned Peas,2023-06-18,152,16
Canned Olives,2022-05-25,51,17
Sprite,2023-09-04,130,0
Rum,2023-03-10,9,8
Canned Corn,2022-02-25,167,20
Rice,2023-08-29,288,10
Sprite,2022-09-07,124,12
Vodka,2022-05-27,225,18
Nestea,2023-01-07,233,19
Sprite,2023-06-10,289,15
Vodka,2023-07-06,107,9
Canned Corn,2022-03-11,25,15
Nestea,2023-09-12,269,9
Fanta,2022-02-17,263,19
Pepsi,2022-10-09,287,19
Canned Mushrooms,2022-12-11,157,18
Nestea,2022-11-12,292,20
Canned Soup,2022-07-21,261,19
Canned Mushrooms,2023-10-04,150,0
Canned Soup,2023-02-26,254,12
Pepsi,2023-02-07,292,14
Canned Pineapple,2022-04-28,89,16
Canned Tomatoes,2023-06-15,137,14
Fanta,2022-12-13,156,20
Canned Soup,2023-10-29,188,7
Fanta,2022-11-27,159,20
Rum,2023-02-13,43,6
Canned Mushrooms,2022-11-03,102,17
Nestea,2022-07-17,85,16
Canned Beans,2022-04-19,7,14
Fanta,2022-04-02,15,15
Canned Tomatoes,2023-02-13,24,7
Canned Corn,2023-11-03,36,0
Rum,2022-09-14,167,20
Canned Peas,2023-11-07,92,0
Nestea,2023-08-18,14,0
Canned Olives,2022-08-14,183,20
Spaghetti,2023-04-23,294,15
Sprite,2023-02-10,6,6
Rum,2023-09-30,123,0
Canned Corn,2023-03-25,205,14
Canned Peas,2022-03-04,112,17
Whiskey,2023-11-08,115,0
Pasta,2022-06-07,286,20
Pepsi,2022-07-25,285,18
Rice,2022-07-08,218,19
Spaghetti,2023-03-11,28,10
Canned Tomatoes,2023-12-08,210,9
Sprite,2023-09-12,46,0
Fanta,2022-11-24,261,19
Rum,2022-04-04,251,18
Sprite,2022-01-08,39,13
Canned Beans,2023-05-11,233,12
Canned Peas,2023-09-22,103,0
Coca-Cola,2023-04-27,172,10
Canned Olives,2023-06-25,257,10
Nestea,2023-06-04,36,9
Sprite,2022-11-20,295,19
Canned Beans,2022-04-30,54,13
Fanta,2023-07-10,243,11
Coca-Cola,2023-10-24,225,8
Coca-Cola,2022-02-21,52,14
Rum,2022-03-13,44,16
Canned Soup,2023-12-02,81,0
Canned Beans,2023-05-08,116,14
Pasta,2023-12-03,270,7
Rice,2022-11-27,8,14
Canned Mushrooms,2022-07-30,79,13
Can of Tuna,2022-07-30,84,15
Vodka,2023-03-10,180,14
Pasta,2023-07-25,133,12
Canned Peas,2022-09-25,275,18
Pasta,2022-10-23,209,20
Canned Pineapple,2023-06-22,131,6
Pasta,2023-09-21,285,10
Pepsi,2022-01-29,125,12
Canned Tomatoes,2023-07-17,259,15
Pasta,2023-01-09,107,15
Canned Soup,2023-04-14,138,12
Fanta,2023-11-04,3,0
Pasta,2023-08-28,137,0
Whiskey,2022-11-06,297,20
Spaghetti,2023-11-12,98,0
Rice,2023-08-14,68,0
Coca-Cola,2023-05-10,41,6
Sprite,2022-01-04,59,16
Canned Tomatoes,2022-04-27,87,16
Nestea,2022-03-27,219,18
Rice,2023-07-26,145,13
Whiskey,2023-02-27,215,13
Canned Olives,2023-04-19,62,6
Sprite,2023-10-25,192,6
Canned Pineapple,2022-06-03,233,18
Canned Olives,2023-06-17,180,15
Canned Peas,2023-10-23,102,0
Canned Tomatoes,2023-06-04,252,10
Canned Pineapple,2023-04-13,45,9
Spaghetti,2023-04-28,241,16
Can of Tuna,2022-01-08,197,20
Vodka,2023-03-24,76,13
Canned Tomatoes,2022-02-06,220,19
Vodka,2023-03-12,239,13
Canned Beans,2023-10-09,219,10
Canned Mushrooms,2023-04-03,71,6
Rice,2023-07-30,191,11
Whiskey,2022-02-05,226,18
Canned Peas,2023-02-19,102,10
Canned Soup,2023-08-22,36,0
Pasta,2023-01-03,46,15
Whiskey,2023-08-23,129,0
Vodka,2022-08-30,32,16
Canned Mushrooms,2023-04-10,205,12
Canned Beans,2022-02-27,199,18
Canned Soup,2023-06-18,167,10
Canned Olives,2023-01-11,41,12
Canned Olives,2023-01-04,243,19
Can of Tuna,2022-07-15,204,20
Canned Olives,2023-08-24,125,0
Canned Beans,2022-12-04,165,18
Canned Beans,2022-08-23,24,16
Vodka,2022-08-18,118,13
Whiskey,2023-11-30,25,0
Rum,2023-12-28,236,5
Spaghetti,2023-08-16,261,8
Can of Tuna,2023-09-14,239,10
Pepsi,2022-01-31,38,13
Spaghetti,2023-01-24,252,20
Canned Olives,2023-06-07,72,10
Canned Tomatoes,2022-06-08,11,13
Canned Olives,2023-06-11,205,10
Canned Peas,2022-08-15,289,20
Rice,2023-11-08,27,0
Fanta,2022-05-19,210,18
Canned Peas,2022-12-27,92,14
Canned Pineapple,2022-02-09,140,17
Canned Tomatoes,2023-06-03,80,6
Canned Beans,2022-07-31,75,17
Canned Beans,2023-04-27,28,14
Canned Peas,2023-07-10,250,15
Canned Tomatoes,2022-05-28,189,19
Canned Corn,2023-06-22,85,10
Nestea,2022-08-25,207,19
Canned Olives,2023-05-19,212,15
Pasta,2023-12-04,236,7
Rum,2023-04-15,48,12
Rum,2023-08-10,174,6
Coca-Cola,2022-07-29,289,18
Pasta,2023-02-15,160,13
Canned Peas,2022-09-10,123,14
Vodka,2023-07-15,40,6
Canned Tomatoes,2023-01-28,21,17
Whiskey,2023-04-12,102,8
Sprite,2022-02-03,211,19
Vodka,2022-02-17,85,17
Canned Corn,2022-01-27,237,20
Pepsi,2023-05-02,174,14
Pasta,2022-06-08,261,20
Canned Beans,2022-02-17,187,18
Sprite,2023-02-24,197,14
Rice,2022-09-24,292,19
Can of Tuna,2023-01-01,41,15
Canned Pineapple,2022-12-04,210,19
Spaghetti,2023-05-31,109,7
Can of Tuna,2023-05-23,267,12
Fanta,2023-10-06,206,8
Nestea,2023-01-18,285,19
Canned Soup,2023-09-01,131,0
Rum,2022-04-06,176,20
Sprite,2023-08-26,261,10
Canned Soup,2023-04-07,33,12
Pepsi,2023-08-18,42,0
Can of Tuna,2022-04-30,138,15
Rum,2023-08-15,53,0
Canned Mushrooms,2023-07-17,237,10
Vodka,2023-12-26,99,0
Nestea,2023-08-19,143,0
Canned Peas,2022-05-30,146,15
Canned Pineapple,2023-07-10,146,10
Canned Olives,2023-05-08,164,16
Whiskey,2023-05-19,7,6
Canned Corn,2023-05-03,248,15
Whiskey,2022-03-23,98,14
Canned Beans,2022-04-18,61,12
Nestea,2023-03-10,215,13
Coca-Cola,2023-12-18,132,0
Canned Corn,2023-07-04,7,9
Canned Beans,2022-03-06,130,15
Coca-Cola,2023-05-01,81,6
Canned Pineapple,2022-10-08,187,19
Canned Olives,2022-09-11,86,12
Fanta,2022-01-04,117,16
Canned Mushrooms,2023-10-07,72,0
Fanta,2023-12-31,222,9
Whiskey,2023-02-14,183,14
Canned Beans,2023-11-09,293,9
Rice,2022-06-19,193,19
Canned Olives,2022-01-11,246,18
Rum,2023-12-25,272,7
Canned Peas,2022-07-17,144,13
Spaghetti,2023-11-03,238,5
Rice,2023-10-29,15,0
Sprite,2023-03-28,204,12
Pepsi,2023-02-26,157,13
Can of Tuna,2022-09-29,189,19
Canned Olives,2023-11-25,66,0
Rum,2022-12-02,52,12
Vodka,2022-03-24,104,17
Canned Pineapple,2022-11-26,108,16
Fanta,2023-09-23,144,0
Canned Pineapple,2022-02-25,90,15
Canned Pineapple,2023-10-18,27,0
Sprite,2023-08-26,160,10
Canned Corn,2022-02-05,161,18
Canned Olives,2022-09-10,48,14
Whiskey,2023-04-24,132,10
Canned Olives,2023-10-21,236,8
Canned Tomatoes,2022-09-03,238,20
Pasta,2022-05-30,73,14
Whiskey,2023-12-08,10,0
Canned Mushrooms,2023-05-05,201,14
Nestea,2023-02-17,46,13
Whiskey,2023-08-15,233,6
Can of Tuna,2023-10-28,1,0
Sprite,2023-07-17,166,13
Canned Mushrooms,2023-12-12,84,0
Canned Pineapple,2022-04-16,53,17
Whiskey,2022-03-17,85,13
Canned Peas,2022-05-27,76,14
Canned Mushrooms,2023-04-28,265,14
Pepsi,2023-01-12,87,17
Coca-Cola,2022-12-05,131,16
Whiskey,2023-04-22,55,6
Nestea,2022-01-27,151,18
Canned Olives,2023-07-15,174,12
Whiskey,2022-09-06,66,16
Canned Beans,2022-01-03,300,18
Canned Corn,2022-12-07,64,16
Pepsi,2022-05-20,158,18
Nestea,2023-04-25,198,12
Canned Olives,2022-07-01,233,20
Canned Tomatoes,2022-08-08,190,20
Pepsi,2022-01-14,161,19
Canned Olives,2022-07-02,235,19
Canned Pineapple,2022-03-18,145,13
Rum,2023-05-18,220,13
Sprite,2022-12-14,214,18
Canned Corn,2023-06-10,241,16
Canned Corn,2023-02-16,125,14
Canned Corn,2023-03-06,200,16
Coca-Cola,2023-12-23,139,0
Spaghetti,2023-11-15,299,6
Canned Peas,2022-02-02,288,19
Can of Tuna,2022-01-18,211,20
Canned Beans,2022-05-26,145,17
Canned Beans,2022-01-01,43,17
Canned Beans,2022-05-07,61,12
Canned Tomatoes,2022-11-03,5,16
Nestea,2023-11-11,262,6
Pepsi,2023-08-31,209,5
Can of Tuna,2023-05-13,206,16
Canned Peas,2022-01-24,278,19
Whiskey,2022-12-30,185,18
Coca-Cola,2023-03-07,62,7
Nestea,2023-04-02,207,13
Canned Pineapple,2023-06-11,194,14
Canned Soup,2023-10-21,250,8
Coca-Cola,2022-03-16,28,14
Canned Soup,2023-04-13,127,8
Whiskey,2022-04-27,218,19
Pasta,2023-12-14,14,0
Canned Olives,2023-06-15,20,13
Nestea,2023-11-27,112,0
Canned Olives,2022-01-11,100,14
Canned Beans,2022-05-22,95,13
Spaghetti,2023-06-19,139,7
Sprite,2022-01-21,208,19
Rice,2022-01-08,279,20
Vodka,2023-12-26,42,0
Nestea,2024-01-01,233,9
Whiskey,2023-10-30,110,0
Coca-Cola,2022-01-27,189,19
Vodka,2023-02-04,112,10
Coca-Cola,2022-10-07,72,16
Vodka,2023-11-02,279,10
Canned Soup,2023-04-20,149,8
Rum,2023-01-30,221,18
Canned Soup,2023-07-03,269,13
Canned Mushrooms,2023-08-01,108,0
Coca-Cola,2022-12-26,187,20
Canned Pineapple,2022-10-15,99,16
Canned Beans,2023-09-11,259,10
Canned Corn,2022-02-08,228,18
Canned Corn,2022-04-20,225,19
Canned Pineapple,2023-05-27,217,15
Vodka,2022-07-08,117,17
Canned Tomatoes,2022-08-20,263,18
Canned Mushrooms,2022-03-07,2,15
Whiskey,2023-03-15,115,12
Pepsi,2022-11-05,168,19
Canned Pineapple,2022-12-10,168,20
Whiskey,2023-10-11,225,5
Canned Pineapple,2023-05-16,171,11
Fanta,2022-06-03,284,18
Sprite,2023-07-17,255,14
Fanta,2023-12-20,90,0
Vodka,2023-11-10,228,9
Rice,2022-12-27,49,16
Rice,2022-06-01,193,19
Nestea,2022-11-19,117,16
Canned Mushrooms,2023-03-15,100,9
Sprite,2023-03-16,116,9
Canned Soup,2023-04-03,104,9
Pepsi,2023-11-12,172,5
Canned Olives,2022-06-25,89,13
Nestea,2023-10-02,176,10
Pepsi,2022-07-01,99,15
Canned Peas,2022-09-28,282,20
Canned Soup,2023-04-01,54,9
Pasta,2022-08-21,246,20
Canned Mushrooms,2022-01-10,12,13
Pepsi,2023-05-20,19,10
Whiskey,2022-01-13,173,18
Pasta,2022-02-15,82,16
Coca-Cola,2022-04-30,248,20
Canned Pineapple,2023-11-19,215,8
Sprite,2023-03-25,52,7
Nestea,2022-12-11,162,20
Can of Tuna,2022-08-28,121,17
Fanta,2023-11-13,53,0
Canned Mushrooms,2022-03-23,266,20
Spaghetti,2023-12-20,212,8
Rice,2022-11-30,43,12
Pepsi,2023-07-25,211,14
Fanta,2023-03-08,283,10
Fanta,2023-06-28,84,13
Can of Tuna,2022-11-07,248,18
Coca-Cola,2023-06-10,296,10
Rice,2022-03-16,52,15
Spaghetti,2023-11-29,120,0
Canned Olives,2023-01-08,254,20
Coca-Cola,2022-07-20,213,20
Whiskey,2023-05-25,157,10
Spaghetti,2022-01-10,3,13
Whiskey,2023-06-16,278,10
Nestea,2023-04-12,219,15
Canned Corn,2023-07-12,164,12
Pasta,2023-08-20,142,0
Rum,2022-09-13,17,13
Canned Peas,2023-08-28,300,5
Canned Beans,2023-04-11,93,8
Fanta,2022-07-31,227,18
Can of Tuna,2023-12-27,213,8
Rum,2022-08-11,224,19
Nestea,2022-12-26,268,19
Spaghetti,2022-07-15,199,18
Vodka,2022-11-27,284,20
Canned Soup,2022-06-22,192,19
Vodka,2022-09-20,105,14
Canned Mushrooms,2022-01-31,194,18
Rice,2022-06-10,99,13
Canned Beans,2023-03-27,174,10
Fanta,2022-06-20,271,18
Canned Peas,2023-04-16,269,14
Pasta,2022-07-29,280,19
Pasta,2022-07-06,272,20
Canned Soup,2022-12-10,287,20
Canned Corn,2023-02-11,59,10
Canned Olives,2023-12-28,24,0
Sprite,2022-05-04,269,19
Nestea,2022-06-21,259,19
Vodka,2023-09-30,282,7
Canned Pineapple,2023-03-13,39,6
Fanta,2022-03-18,74,15
Canned Olives,2023-11-13,255,10
Canned Corn,2022-07-01,177,19
Sprite,2023-08-16,110,0
Pepsi,2022-03-20,95,15
Canned Peas,2022-02-19,245,20
Can of Tuna,2023-02-25,228,15
Canned Soup,2023-07-29,230,16
Canned Pineapple,2023-11-29,199,10
Canned Tomatoes,2023-07-07,138,11
Canned Peas,2022-09-14,96,17
Canned Soup,2022-06-29,221,18
Canned Pineapple,2023-01-28,213,19
Pepsi,2023-12-06,217,5
Pepsi,2023-10-14,32,0
Nestea,2023-11-07,181,10
Can of Tuna,2023-09-22,257,5
Canned Olives,2023-03-08,54,6
Canned Corn,2022-11-18,46,16
Coca-Cola,2023-07-05,24,6
Nestea,2023-01-06,192,20
Canned Tomatoes,2022-03-30,38,12
Canned Soup,2023-09-28,292,7
Canned Tomatoes,2023-03-10,64,13
Vodka,2022-11-27,268,18
Pasta,2022-10-26,126,13
Canned Corn,2022-09-01,280,18
Canned Soup,2022-09-01,196,19
Rum,2022-05-05,235,18
Whiskey,2022-06-14,239,20
Coca-Cola,2022-08-05,15,17
Canned Corn,2022-09-21,193,19
Canned Peas,2023-10-05,157,9
Nestea,2022-12-22,277,20
Sprite,2022-09-28,196,20
Spaghetti,2023-08-24,196,9
Canned Mushrooms,2022-05-11,73,17
Canned Tomatoes,2023-09-21,88,0
Whiskey,2022-03-05,140,17
Nestea,2022-09-08,37,16
Canned Soup,2022-09-20,221,19
Vodka,2023-04-19,223,11
Can of Tuna,2023-01-24,115,16
Whiskey,2022-01-22,74,17
Vodka,2022-10-11,232,18
Pasta,2022-09-17,78,13
Canned Corn,2023-10-21,142,0
Rice,2022-06-26,261,18
Vodka,2023-09-06,4,0
Rice,2023-01-12,63,12
Vodka,2022-01-18,141,17
Canned Beans,2022-06-13,13,12
Canned Soup,2023-12-17,175,9
Pasta,2022-04-02,227,19
Canned Corn,2022-02-16,222,18
Pasta,2022-03-25,97,12
Canned Peas,2023-04-12,44,10
Canned Beans,2023-07-28,226,10
Canned Corn,2022-01-08,140,13
Coca-Cola,2023-11-06,164,7
Rum,2022-01-24,214,18
Sprite,2023-03-15,263,13
Canned Corn,2023-06-29,22,12
Can of Tuna,2022-02-03,196,19
Canned Corn,2023-08-13,46,0
Vodka,2023-10-01,57,0
Spaghetti,2022-08-23,24,17
Spaghetti,2023-09-14,272,10
Canned Mushrooms,2023-11-22,211,6
Canned Tomatoes,2023-09-30,299,9
Fanta,2022-07-14,110,16
Can of Tuna,2023-07-19,100,11
Canned Soup,2023-08-07,148,0
Spaghetti,2023-08-01,166,8
Pepsi,2022-01-13,36,15
Pasta,2022-09-02,76,16
Rice,2022-08-07,107,16
Canned Pineapple,2022-06-14,287,20
Rice,2023-08-06,269,5
Canned Mushrooms,2022-04-25,115,14
Can of Tuna,2022-07-09,131,17
Canned Tomatoes,2023-08-20,105,0
Canned Mushrooms,2023-12-25,71,0
Vodka,2023-01-25,289,18
Canned Mushrooms,2022-06-09,245,19
Canned Olives,2022-01-13,49,15
Sprite,2023-12-31,32,0
Canned Olives,2023-01-15,152,20
Coca-Cola,2023-01-05,267,19
Canned Pineapple,2022-12-14,255,20
Fanta,2022-04-19,221,18
Pepsi,2022-11-29,3,17
Canned Mushrooms,2022-09-02,115,14
Rice,2022-03-15,72,15
Can of Tuna,2022-02-22,209,18
Vodka,2023-11-26,151,5
Canned Beans,2023-07-19,300,10
Sprite,2022-05-09,134,13
Canned Tomatoes,2022-02-11,76,13
Can of Tuna,2023-05-20,113,11
Nestea,2022-12-01,166,19
Rum,2023-03-12,218,10
Vodka,2022-10-13,84,13
Canned Pineapple,2023-12-14,293,7
Canned Peas,2023-01-01,144,15
Canned Peas,2023-02-09,117,11
Whiskey,2022-05-20,263,18
Pasta,2023-11-29,297,10
Rice,2022-07-09,260,20
Pepsi,2023-09-05,54,0
Pepsi,2022-06-08,252,20
Pepsi,2022-07-04,1,14
Rice,2022-04-02,78,17
Canned Beans,2023-11-14,56,0
Canned Peas,2023-02-23,133,10
Pasta,2023-03-05,201,15
Canned Mushrooms,2022-08-05,273,20
Spaghetti,2022-01-19,211,18
Pepsi,2023-03-12,291,11
Canned Beans,2022-12-02,154,18
Canned Pineapple,2023-03-25,60,10
Sprite,2022-07-31,119,12
Pepsi,2022-01-17,101,12
Fanta,2022-05-02,9,12
Rum,2023-04-30,51,14
Rum,2022-09-09,7,13
Canned Peas,2023-11-24,12,0
Fanta,2023-08-31,180,9
Canned Corn,2023-04-16,41,14
Canned Pineapple,2023-06-18,149,12
Whiskey,2023-07-24,265,15
Canned Tomatoes,2022-11-23,256,20
Pasta,2022-03-20,247,18
Canned Peas,2023-03-07,242,13
Canned Mushrooms,2023-04-06,22,6
Nestea,2022-11-12,160,19
Whiskey,2023-07-05,67,9
Canned Soup,2023-12-09,237,7
Coca-Cola,2023-02-02,243,13
Spaghetti,2022-09-30,184,19
Pasta,2023-04-16,78,14
Nestea,2022-07-22,132,13
Fanta,2023-03-02,249,10
Fanta,2023-09-28,127,0
Canned Mushrooms,2023-07-19,135,7
Sprite,2023-04-03,35,11
Pepsi,2022-03-15,221,18
Pepsi,2023-05-17,191,11
Nestea,2023-04-17,115,11
Rice,2022-08-20,254,19
Canned Peas,2022-07-15,108,13
Nestea,2022-02-10,195,20
Canned Pineapple,2023-11-14,79,0
Pepsi,2022-11-29,98,16
Rum,2022-01-11,186,19
Sprite,2022-07-20,212,19
Fanta,2022-06-05,77,14
Rum,2023-01-12,253,18
Can of Tuna,2022-06-09,139,16
Canned Mushrooms,2023-01-07,166,18
Coca-Cola,2022-06-04,85,13
Pepsi,2023-06-17,239,14
Canned Olives,2022-03-23,175,19
Pepsi,2022-06-28,13,14
Nestea,2023-08-24,180,10
Rum,2022-11-27,20,17
Canned Pineapple,2023-05-27,273,14
Fanta,2022-01-23,281,18
Canned Soup,2022-01-04,256,18
Canned Pineapple,2023-02-07,277,10
Rum,2023-02-17,105,10
Rice,2022-05-25,299,20
Rice,2022-07-18,203,20
Sprite,2023-07-09,81,14
Rice,2023-07-18,174,16
Pepsi,2022-09-14,88,13
Vodka,2022-07-07,255,19
Spaghetti,2022-10-02,58,13
Canned Peas,2022-08-05,229,19
Fanta,2022-11-12,292,20
Canned Soup,2022-02-24,102,12
Fanta,2023-04-10,246,16
Sprite,2023-01-09,189,18
Coca-Cola,2023-09-15,226,7
Fanta,2023-05-08,183,12
Coca-Cola,2022-03-24,128,13
Canned Beans,2023-08-26,9,0
Vodka,2022-04-04,209,20
Can of Tuna,2023-05-11,172,16
Canned Mushrooms,2023-02-25,261,10
Sprite,2022-01-03,271,19
Vodka,2023-05-02,237,15
Canned Beans,2022-05-16,62,13
Fanta,2022-07-11,226,18
Nestea,2022-01-09,169,18
Coca-Cola,2022-05-05,24,16
Sprite,2022-06-15,205,19
Rice,2023-09-30,150,0
Fanta,2023-07-15,103,10
Fanta,2022-07-22,158,18
Whiskey,2023-02-17,290,13
Canned Beans,2023-04-15,132,9
Canned Beans,2022-10-22,47,14
Rum,2022-09-29,66,15
Canned Beans,2022-04-20,145,15
Canned Mushrooms,2023-11-13,12,0
Canned Corn,2022-05-11,172,19
Sprite,2023-09-01,58,0
Rum,2023-09-20,194,5
Canned Olives,2022-07-06,254,18
Canned Corn,2023-01-14,299,18
Canned Tomatoes,2023-03-25,287,10
Canned Beans,2022-01-29,42,17
Vodka,2023-08-20,226,7
Vodka,2022-08-03,242,19
Canned Tomatoes,2023-11-14,86,0
Sprite,2023-02-20,128,8
Canned Corn,2023-06-15,280,10
Canned Mushrooms,2022-02-04,76,13
Canned Corn,2022-03-24,43,16
Vodka,2022-02-21,16,16
Canned Tomatoes,2023-11-25,37,0
Whiskey,2022-06-23,46,14
Vodka,2023-07-07,85,12
Whiskey,2023-05-18,257,14
Rum,2022-11-26,156,20
Vodka,2022-12-26,206,20
Sprite,2023-03-08,199,12
Canned Peas,2023-08-14,292,9
Canned Soup,2022-09-25,12,13
Rice,2023-06-27,185,14
Canned Peas,2022-10-08,31,12
Vodka,2022-04-26,66,16
Canned Mushrooms,2023-07-18,198,13
Fanta,2023-07-19,198,10
Fanta,2022-10-27,271,18
Rum,2022-07-25,216,19
Whiskey,2023-12-07,250,8
Coca-Cola,2023-11-13,171,6
Canned Beans,2023-08-03,165,5
Can of Tuna,2023-09-02,225,6
Coca-Cola,2023-05-31,50,11
Rice,2022-06-24,110,17
Nestea,2023-07-08,28,14
Canned Soup,2022-03-21,195,19
Sprite,2022-04-25,115,13
Spaghetti,2023-03-29,106,13
Nestea,2023-04-26,5,6
Spaghetti,2022-11-11,98,15
Canned Beans,2023-06-30,2,14
Can of Tuna,2022-01-06,101,16
Pasta,2022-08-07,77,16
Rice,2022-11-03,83,13
Pasta,2023-04-02,245,12
Canned Peas,2022-05-29,212,19
Rum,2023-05-08,137,10
Canned Corn,2022-09-11,287,20
Sprite,2022-04-03,130,17
Rum,2023-04-08,217,12
Pasta,2023-09-12,151,5
Rum,2023-01-02,156,19
Sprite,2022-07-11,159,19
Canned Pineapple,2022-01-13,142,15
Canned Soup,2023-07-16,97,9
Pasta,2023-11-12,233,6
Canned Soup,2023-09-09,143,0
Pasta,2022-07-23,147,15
Rice,2022-11-05,268,20
Coca-Cola,2022-04-10,204,20
Sprite,2023-10-11,135,0
Canned Olives,2022-07-30,47,13
Spaghetti,2023-12-03,20,0
Canned Olives,2022-04-16,153,18
Canned Soup,2023-01-14,216,19
Canned Mushrooms,2023-04-01,271,12
Rum,2022-07-24,284,19
Vodka,2022-10-01,16,15
Canned Soup,2022-12-02,73,12
Pepsi,2023-08-04,24,0
Coca-Cola,2022-09-09,213,20
Can of Tuna,2022-12-27,156,19
Canned Beans,2022-04-14,153,18
Coca-Cola,2023-09-04,6,0
Pasta,2022-04-28,217,19
Nestea,2022-10-15,151,18
Canned Beans,2022-01-13,133,14
Spaghetti,2022-11-11,5,17
Canned Pineapple,2023-07-13,300,11
Nestea,2022-07-09,290,18
Canned Pineapple,2023-08-26,9,0
Nestea,2023-01-15,46,15
Canned Olives,2022-02-11,269,19
Pepsi,2023-04-02,196,10
Canned Olives,2023-06-08,161,15
Canned Olives,2023-11-17,20,0
Spaghetti,2022-10-09,135,16
Canned Tomatoes,2022-02-22,49,16
Coca-Cola,2023-05-29,137,13
Pasta,2022-06-04,260,19
Coca-Cola,2022-04-18,198,19
Canned Pineapple,2023-04-12,116,12
Canned Olives,2022-10-16,215,20
Canned Peas,2023-02-19,221,15
Rum,2023-11-20,236,9
Pasta,2022-07-16,79,13
Canned Pineapple,2022-10-29,71,16
Canned Pineapple,2023-10-15,268,5
Vodka,2023-11-30,111,0
Rice,2022-10-23,52,12
Sprite,2023-05-07,255,13
Pepsi,2022-04-07,46,17
Canned Mushrooms,2022-01-19,32,16
Canned Olives,2022-06-20,297,20
Pasta,2023-10-26,115,0
Rice,2023-06-17,215,12
Whiskey,2022-11-23,121,14
Can of Tuna,2023-04-07,75,12
Whiskey,2023-08-15,242,5
Canned Pineapple,2023-11-11,91,0
Canned Olives,2022-04-19,15,14
Canned Corn,2023-09-30,80,0
Canned Peas,2023-03-11,31,13
Canned Mushrooms,2023-03-27,264,12
Canned Mushrooms,2023-07-06,206,13
Canned Peas,2022-01-20,47,16
Canned Pineapple,2022-10-29,184,20
Spaghetti,2023-03-22,287,13
Canned Beans,2022-09-07,276,20
Canned Tomatoes,2022-03-12,208,19
Spaghetti,2023-09-25,7,0
Canned Mushrooms,2022-05-06,207,19
Fanta,2023-02-25,272,11
Pasta,2022-08-26,123,17
Vodka,2023-11-05,267,5
Spaghetti,2022-07-24,18,15
Whiskey,2022-11-22,142,15
Pasta,2022-08-19,229,20
Canned Olives,2022-08-18,73,17
Rice,2023-09-09,169,5
Whiskey,2022-04-23,66,17
Pepsi,2022-06-05,29,16
Canned Olives,2023-06-24,144,11
Rum,2023-12-05,146,0
Coca-Cola,2023-05-13,25,12
Pepsi,2023-03-26,146,13
Canned Mushrooms,2022-10-04,73,17
Rice,2022-04-15,195,18
Can of Tuna,2022-02-25,86,17
Fanta,2022-08-11,212,18
Canned Corn,2022-04-23,29,17
Nestea,2023-08-18,248,8
Can of Tuna,2022-05-21,11,12
Vodka,2023-12-14,78,0
Canned Olives,2022-08-30,211,19
Canned Olives,2022-03-10,54,12
Nestea,2022-02-18,154,20
Canned Pineapple,2023-08-29,53,0
Nestea,2022-10-27,242,20
Canned Pineapple,2023-01-22,32,14
Canned Mushrooms,2022-05-28,198,20
Vodka,2022-10-18,13,12
Vodka,2022-12-02,294,20
Spaghetti,2023-03-11,19,9
Whiskey,2022-05-03,263,18
Pepsi,2023-05-08,151,15
Nestea,2023-09-04,193,5
Coca-Cola,2023-06-22,112,13
Whiskey,2022-08-11,252,20
Canned Olives,2023-03-11,36,12
Rum,2022-08-08,37,15
Vodka,2022-04-19,296,20
Whiskey,2022-11-09,214,20
Canned Corn,2023-10-04,115,0
Canned Soup,2022-12-08,272,18
Can of Tuna,2023-01-01,136,12
Canned Pineapple,2022-12-02,287,19
Vodka,2023-10-31,25,0
Fanta,2022-11-26,53,13
Fanta,2023-09-10,79,0
Canned Mushrooms,2023-01-27,203,18
Canned Tomatoes,2022-12-15,293,20
Can of Tuna,2022-09-20,238,19
Rice,2023-02-03,134,14
Canned Mushrooms,2023-12-10,134,0
Canned Corn,2022-08-10,292,19
Nestea,2023-05-17,243,11
Spaghetti,2023-03-08,29,12
Vodka,2022-02-11,94,13
Canned Mushrooms,2023-07-08,210,11
