Product,Category,Quantity,Manufactury Date,Expiry Date,Quantity Sold Last 30 Days,Discount
Chips,Snacks,31,2024-07-16,2024-12-13,14,8
Carrot,Vegetables,84,2024-07-22,2024-08-01,25,47
Potato,Vegetables,49,2024-07-21,2024-07-29,46,16
Fish,Seafood,35,2024-07-17,2024-07-21,32,16
Beef,Meat,57,2024-07-15,2024-07-22,34,11
Orange,Fruits,35,2024-07-13,2024-08-02,42,14
Spinach,Vegetables,24,2024-07-21,2024-07-29,16,10
Milk,Dairy,75,2024-07-11,2024-07-21,29,30
Cookies,Snacks,71,2024-07-23,2024-11-20,0,9
Tomato,Vegetables,68,2024-07-18,2024-07-31,38,18
Milk,Dairy,98,2024-07-17,2024-07-27,29,40
Potato,Vegetables,76,2024-07-21,2024-07-29,46,15
Shrimp,Seafood,72,2024-07-21,2024-07-27,48,18
Juice,Beverages,52,2024-07-17,2024-09-15,3,8
Fish,Seafood,95,2024-07-20,2024-07-24,32,37
Apple,Fruits,99,2024-07-10,2024-07-25,18,41
Soda,Beverages,84,2024-07-12,2024-10-10,18,4
Bread,Bakery,94,2024-07-17,2024-07-20,25,41
Cookies,Snacks,11,2024-07-10,2024-11-07,0,2
Chips,Snacks,51,2024-07-19,2024-12-16,14,3
Broccoli,Vegetables,28,2024-07-21,2024-08-02,31,12
Apple,Fruits,25,2024-07-10,2024-07-25,18,10
Fish,Seafood,60,2024-07-10,2024-07-14,32,16
Beef,Meat,59,2024-07-20,2024-07-27,34,15
Chips,Snacks,89,2024-07-23,2024-12-20,14,7
Yogurt,Dairy,74,2024-07-22,2024-08-03,10,32
Apple,Fruits,79,2024-07-22,2024-08-06,18,29
Fish,Seafood,18,2024-07-12,2024-07-16,32,13
Carrot,Vegetables,27,2024-07-21,2024-07-31,25,16
Yogurt,Dairy,37,2024-07-11,2024-07-23,10,43
Carrot,Vegetables,31,2024-07-16,2024-07-26,25,13
Shrimp,Seafood,83,2024-07-20,2024-07-26,48,19
Chips,Snacks,38,2024-07-16,2024-12-13,14,8
Orange,Fruits,22,2024-07-11,2024-07-31,42,13
Carrot,Vegetables,10,2024-07-21,2024-07-31,25,17
Butter,Dairy,88,2024-07-17,2024-08-16,28,30
Fish,Seafood,35,2024-07-21,2024-07-25,32,12
Tomato,Vegetables,86,2024-07-18,2024-07-31,38,38
Butter,Dairy,20,2024-07-18,2024-08-17,28,14
Carrot,Vegetables,84,2024-07-23,2024-08-02,25,28
Chips,Snacks,57,2024-07-22,2024-12-19,14,1
Juice,Beverages,44,2024-07-18,2024-09-16,3,6
Butter,Dairy,79,2024-07-18,2024-08-17,28,30
Soda,Beverages,61,2024-07-17,2024-10-15,18,5
Yogurt,Dairy,92,2024-07-19,2024-07-31,10,30
Bread,Bakery,21,2024-07-17,2024-07-20,25,10
Chicken,Meat,35,2024-07-19,2024-07-24,39,14
Butter,Dairy,63,2024-07-15,2024-08-14,28,23
Spinach,Vegetables,87,2024-07-16,2024-07-24,16,30
Broccoli,Vegetables,65,2024-07-15,2024-07-27,31,44
Fish,Seafood,29,2024-07-17,2024-07-21,32,10
Broccoli,Vegetables,41,2024-07-23,2024-08-04,31,12
Spinach,Vegetables,12,2024-07-10,2024-07-18,16,19
Banana,Fruits,55,2024-07-10,2024-07-17,16,35
Banana,Fruits,87,2024-07-17,2024-07-24,16,41
Yogurt,Dairy,19,2024-07-19,2024-07-31,10,17
Soda,Beverages,16,2024-07-22,2024-10-20,18,0
Spinach,Vegetables,98,2024-07-23,2024-07-31,16,44
Apple,Fruits,10,2024-07-16,2024-07-31,18,12
Soda,Beverages,64,2024-07-17,2024-10-15,18,1
Chips,Snacks,23,2024-07-19,2024-12-16,14,0
Tomato,Vegetables,52,2024-07-21,2024-08-03,38,7
Chicken,Meat,96,2024-07-22,2024-07-27,39,44
Chicken,Meat,65,2024-07-20,2024-07-25,39,17
Cookies,Snacks,94,2024-07-12,2024-11-09,0,9
Spinach,Vegetables,72,2024-07-18,2024-07-26,16,41
Banana,Fruits,66,2024-07-12,2024-07-19,16,42
Broccoli,Vegetables,99,2024-07-16,2024-07-28,31,39
Cookies,Snacks,77,2024-07-13,2024-11-10,0,5
Soda,Beverages,28,2024-07-15,2024-10-13,18,0
Cookies,Snacks,67,2024-07-14,2024-11-11,0,5
Bread,Bakery,98,2024-07-11,2024-07-14,25,32
Cookies,Snacks,21,2024-07-21,2024-11-18,0,8
Butter,Dairy,11,2024-07-15,2024-08-14,28,8
Cookies,Snacks,64,2024-07-12,2024-11-09,0,0
Fish,Seafood,49,2024-07-10,2024-07-14,32,11
Bread,Bakery,50,2024-07-18,2024-07-21,25,11
Yogurt,Dairy,65,2024-07-16,2024-07-28,10,42
Potato,Vegetables,46,2024-07-11,2024-07-19,46,16
Beef,Meat,46,2024-07-20,2024-07-27,34,10
Butter,Dairy,82,2024-07-21,2024-08-20,28,29
Fish,Seafood,91,2024-07-23,2024-07-27,32,47
Beef,Meat,14,2024-07-13,2024-07-20,34,19
Tomato,Vegetables,73,2024-07-22,2024-08-04,38,5
Banana,Fruits,49,2024-07-13,2024-07-20,16,33
Apple,Fruits,76,2024-07-21,2024-08-05,18,32
Shrimp,Seafood,15,2024-07-12,2024-07-18,48,12
Fish,Seafood,87,2024-07-15,2024-07-19,32,30
Beef,Meat,75,2024-07-17,2024-07-24,34,43
Chicken,Meat,59,2024-07-12,2024-07-17,39,11
Milk,Dairy,56,2024-07-13,2024-07-23,29,12
Yogurt,Dairy,22,2024-07-19,2024-07-31,10,30
Cookies,Snacks,54,2024-07-13,2024-11-10,0,1
Soda,Beverages,57,2024-07-22,2024-10-20,18,7
Banana,Fruits,64,2024-07-10,2024-07-17,16,34
Yogurt,Dairy,81,2024-07-12,2024-07-24,10,42
Chips,Snacks,22,2024-07-13,2024-12-10,14,0
Potato,Vegetables,72,2024-07-14,2024-07-22,46,19
Milk,Dairy,58,2024-07-16,2024-07-26,29,19
Fish,Seafood,44,2024-07-10,2024-07-14,32,18
Carrot,Vegetables,62,2024-07-14,2024-07-24,25,40
Soda,Beverages,14,2024-07-11,2024-10-09,18,0
Broccoli,Vegetables,48,2024-07-13,2024-07-25,31,12
Butter,Dairy,78,2024-07-15,2024-08-14,28,31
Carrot,Vegetables,44,2024-07-20,2024-07-30,25,12
Fish,Seafood,33,2024-07-10,2024-07-14,32,18
Milk,Dairy,47,2024-07-21,2024-07-31,29,12
Carrot,Vegetables,23,2024-07-20,2024-07-30,25,18
Butter,Dairy,51,2024-07-10,2024-08-09,28,9
Soda,Beverages,50,2024-07-22,2024-10-20,18,9
Potato,Vegetables,35,2024-07-15,2024-07-23,46,11
Tomato,Vegetables,28,2024-07-13,2024-07-26,38,19
Shrimp,Seafood,77,2024-07-17,2024-07-23,48,13
Shrimp,Seafood,77,2024-07-23,2024-07-29,48,14
Cookies,Snacks,20,2024-07-14,2024-11-11,0,2
Bread,Bakery,57,2024-07-17,2024-07-20,25,46
Orange,Fruits,87,2024-07-19,2024-08-08,42,20
Fish,Seafood,36,2024-07-22,2024-07-26,32,10
Fish,Seafood,35,2024-07-15,2024-07-19,32,17
Apple,Fruits,82,2024-07-23,2024-08-07,18,26
Shrimp,Seafood,37,2024-07-10,2024-07-16,48,13
Milk,Dairy,42,2024-07-13,2024-07-23,29,14
Fish,Seafood,86,2024-07-15,2024-07-19,32,45
Broccoli,Vegetables,86,2024-07-21,2024-08-02,31,28
Chicken,Meat,32,2024-07-22,2024-07-27,39,14
Cookies,Snacks,57,2024-07-18,2024-11-15,0,9
Chips,Snacks,48,2024-07-19,2024-12-16,14,7
Yogurt,Dairy,51,2024-07-22,2024-08-03,10,23
Carrot,Vegetables,13,2024-07-11,2024-07-21,25,16
Milk,Dairy,27,2024-07-19,2024-07-29,29,14
Banana,Fruits,33,2024-07-12,2024-07-19,16,30
Juice,Beverages,56,2024-07-15,2024-09-13,3,7
Shrimp,Seafood,58,2024-07-19,2024-07-25,48,11
Milk,Dairy,96,2024-07-12,2024-07-22,29,47
Soda,Beverages,16,2024-07-12,2024-10-10,18,0
Broccoli,Vegetables,43,2024-07-16,2024-07-28,31,12
Carrot,Vegetables,91,2024-07-23,2024-08-02,25,24
Orange,Fruits,15,2024-07-17,2024-08-06,42,7
Yogurt,Dairy,98,2024-07-10,2024-07-22,10,40
Broccoli,Vegetables,66,2024-07-16,2024-07-28,31,49
Milk,Dairy,47,2024-07-23,2024-08-02,29,8
Beef,Meat,12,2024-07-12,2024-07-19,34,17
Chips,Snacks,45,2024-07-23,2024-12-20,14,0
Orange,Fruits,20,2024-07-21,2024-08-10,42,9
Butter,Dairy,26,2024-07-14,2024-08-13,28,11
Chicken,Meat,62,2024-07-17,2024-07-22,39,19
Shrimp,Seafood,63,2024-07-17,2024-07-23,48,10
Cookies,Snacks,71,2024-07-21,2024-11-18,0,4
Tomato,Vegetables,81,2024-07-15,2024-07-28,38,46
Chips,Snacks,75,2024-07-17,2024-12-14,14,2
Carrot,Vegetables,64,2024-07-18,2024-07-28,25,43
Beef,Meat,83,2024-07-16,2024-07-23,34,37
Butter,Dairy,49,2024-07-12,2024-08-11,28,12
Fish,Seafood,58,2024-07-13,2024-07-17,32,12
Apple,Fruits,23,2024-07-18,2024-08-02,18,10
Shrimp,Seafood,92,2024-07-22,2024-07-28,48,17
Carrot,Vegetables,73,2024-07-22,2024-08-01,25,47
Beef,Meat,91,2024-07-22,2024-07-29,34,32
Bread,Bakery,31,2024-07-14,2024-07-17,25,15
Apple,Fruits,86,2024-07-14,2024-07-29,18,33
Banana,Fruits,35,2024-07-12,2024-07-19,16,32
Chips,Snacks,58,2024-07-23,2024-12-20,14,7
Fish,Seafood,89,2024-07-20,2024-07-24,32,46
Broccoli,Vegetables,40,2024-07-17,2024-07-29,31,11
Bread,Bakery,74,2024-07-16,2024-07-19,25,32
Chips,Snacks,33,2024-07-14,2024-12-11,14,5
Juice,Beverages,75,2024-07-10,2024-09-08,3,3
Banana,Fruits,42,2024-07-10,2024-07-17,16,39
Orange,Fruits,40,2024-07-17,2024-08-06,42,8
Orange,Fruits,68,2024-07-16,2024-08-05,42,12
Banana,Fruits,92,2024-07-14,2024-07-21,16,43
Beef,Meat,16,2024-07-20,2024-07-27,34,19
Shrimp,Seafood,94,2024-07-20,2024-07-26,48,17
Bread,Bakery,49,2024-07-14,2024-07-17,25,13
Fish,Seafood,77,2024-07-13,2024-07-17,32,38
Beef,Meat,59,2024-07-11,2024-07-18,34,18
Carrot,Vegetables,12,2024-07-10,2024-07-20,25,12
Apple,Fruits,42,2024-07-22,2024-08-06,18,34
Milk,Dairy,62,2024-07-17,2024-07-27,29,42
Yogurt,Dairy,93,2024-07-12,2024-07-24,10,32
Spinach,Vegetables,39,2024-07-17,2024-07-25,16,34
Banana,Fruits,79,2024-07-18,2024-07-25,16,40
Chips,Snacks,99,2024-07-22,2024-12-19,14,7
Butter,Dairy,70,2024-07-21,2024-08-20,28,29
Yogurt,Dairy,42,2024-07-13,2024-07-25,10,46
Milk,Dairy,43,2024-07-16,2024-07-26,29,18
Banana,Fruits,50,2024-07-12,2024-07-19,16,41
Broccoli,Vegetables,87,2024-07-16,2024-07-28,31,31
Soda,Beverages,46,2024-07-11,2024-10-09,18,2
Juice,Beverages,98,2024-07-16,2024-09-14,3,4
Carrot,Vegetables,99,2024-07-10,2024-07-20,25,39
Yogurt,Dairy,12,2024-07-11,2024-07-23,10,15
Orange,Fruits,83,2024-07-21,2024-08-10,42,14
Butter,Dairy,92,2024-07-22,2024-08-21,28,29
Juice,Beverages,68,2024-07-22,2024-09-20,3,7
Bread,Bakery,60,2024-07-13,2024-07-16,25,36
Soda,Beverages,87,2024-07-19,2024-10-17,18,5
Milk,Dairy,81,2024-07-15,2024-07-25,29,46
Banana,Fruits,98,2024-07-18,2024-07-25,16,31
Chips,Snacks,49,2024-07-14,2024-12-11,14,2
Fish,Seafood,13,2024-07-10,2024-07-14,32,10
Fish,Seafood,39,2024-07-15,2024-07-19,32,10
Shrimp,Seafood,87,2024-07-22,2024-07-28,48,18
Carrot,Vegetables,72,2024-07-14,2024-07-24,25,32
Orange,Fruits,94,2024-07-20,2024-08-09,42,23
Carrot,Vegetables,76,2024-07-17,2024-07-27,25,32
Orange,Fruits,48,2024-07-17,2024-08-06,42,10
Broccoli,Vegetables,91,2024-07-19,2024-07-31,31,34
Shrimp,Seafood,38,2024-07-12,2024-07-18,48,12
Shrimp,Seafood,83,2024-07-19,2024-07-25,48,16
Beef,Meat,65,2024-07-23,2024-07-30,34,12
Bread,Bakery,35,2024-07-13,2024-07-16,25,17
Yogurt,Dairy,14,2024-07-11,2024-07-23,10,13
Milk,Dairy,17,2024-07-16,2024-07-26,29,10
Juice,Beverages,74,2024-07-18,2024-09-16,3,1
Fish,Seafood,24,2024-07-14,2024-07-18,32,11
Juice,Beverages,87,2024-07-22,2024-09-20,3,9
Yogurt,Dairy,63,2024-07-17,2024-07-29,10,41
Broccoli,Vegetables,59,2024-07-18,2024-07-30,31,11
Beef,Meat,69,2024-07-19,2024-07-26,34,43
Juice,Beverages,53,2024-07-23,2024-09-21,3,3
Milk,Dairy,65,2024-07-13,2024-07-23,29,40
Butter,Dairy,80,2024-07-20,2024-08-19,28,33
Chicken,Meat,30,2024-07-15,2024-07-20,39,19
Juice,Beverages,29,2024-07-14,2024-09-12,3,0
Potato,Vegetables,44,2024-07-14,2024-07-22,46,11
Potato,Vegetables,18,2024-07-11,2024-07-19,46,18
Potato,Vegetables,69,2024-07-17,2024-07-25,46,16
Cookies,Snacks,77,2024-07-10,2024-11-07,0,1
Yogurt,Dairy,56,2024-07-23,2024-08-04,10,29
Butter,Dairy,25,2024-07-12,2024-08-11,28,14
Spinach,Vegetables,95,2024-07-11,2024-07-19,16,49
Shrimp,Seafood,17,2024-07-10,2024-07-16,48,12
Carrot,Vegetables,46,2024-07-16,2024-07-26,25,15
Shrimp,Seafood,43,2024-07-19,2024-07-25,48,14
Potato,Vegetables,23,2024-07-20,2024-07-28,46,13
Chips,Snacks,62,2024-07-16,2024-12-13,14,8
Carrot,Vegetables,21,2024-07-21,2024-07-31,25,10
Tomato,Vegetables,76,2024-07-20,2024-08-02,38,8
Yogurt,Dairy,88,2024-07-17,2024-07-29,10,40
Fish,Seafood,36,2024-07-18,2024-07-22,32,14
Cookies,Snacks,83,2024-07-16,2024-11-13,0,9
Yogurt,Dairy,38,2024-07-13,2024-07-25,10,33
Apple,Fruits,50,2024-07-17,2024-08-01,18,32
Juice,Beverages,57,2024-07-12,2024-09-10,3,4
Bread,Bakery,71,2024-07-20,2024-07-23,25,49
Beef,Meat,36,2024-07-11,2024-07-18,34,17
Soda,Beverages,53,2024-07-20,2024-10-18,18,0
Juice,Beverages,29,2024-07-16,2024-09-14,3,4
Milk,Dairy,67,2024-07-16,2024-07-26,29,45
Fish,Seafood,58,2024-07-12,2024-07-16,32,18
Soda,Beverages,98,2024-07-12,2024-10-10,18,8
Orange,Fruits,61,2024-07-22,2024-08-11,42,10
Shrimp,Seafood,78,2024-07-15,2024-07-21,48,19
Chips,Snacks,82,2024-07-16,2024-12-13,14,9
Apple,Fruits,75,2024-07-13,2024-07-28,18,43
Broccoli,Vegetables,39,2024-07-19,2024-07-31,31,10
Carrot,Vegetables,18,2024-07-18,2024-07-28,25,11
Milk,Dairy,30,2024-07-13,2024-07-23,29,10
Cookies,Snacks,96,2024-07-12,2024-11-09,0,0
Soda,Beverages,38,2024-07-20,2024-10-18,18,2
Chicken,Meat,81,2024-07-13,2024-07-18,39,33
Beef,Meat,95,2024-07-19,2024-07-26,34,48
Carrot,Vegetables,56,2024-07-17,2024-07-27,25,47
Chips,Snacks,96,2024-07-17,2024-12-14,14,1
Shrimp,Seafood,21,2024-07-14,2024-07-20,48,16
Chips,Snacks,59,2024-07-13,2024-12-10,14,0
Banana,Fruits,34,2024-07-16,2024-07-23,16,36
Soda,Beverages,96,2024-07-18,2024-10-16,18,2
Butter,Dairy,50,2024-07-23,2024-08-22,28,7
Cookies,Snacks,39,2024-07-19,2024-11-16,0,1
Banana,Fruits,32,2024-07-16,2024-07-23,16,10
Broccoli,Vegetables,93,2024-07-21,2024-08-02,31,26
Apple,Fruits,72,2024-07-21,2024-08-05,18,25
Bread,Bakery,58,2024-07-14,2024-07-17,25,35
Carrot,Vegetables,24,2024-07-19,2024-07-29,25,13
Cookies,Snacks,10,2024-07-13,2024-11-10,0,9
Soda,Beverages,16,2024-07-17,2024-10-15,18,0
Apple,Fruits,23,2024-07-18,2024-08-02,18,12
Banana,Fruits,24,2024-07-22,2024-07-29,16,14
Spinach,Vegetables,49,2024-07-20,2024-07-28,16,36
Fish,Seafood,23,2024-07-23,2024-07-27,32,16
Spinach,Vegetables,16,2024-07-17,2024-07-25,16,11
Carrot,Vegetables,11,2024-07-20,2024-07-30,25,19
Banana,Fruits,53,2024-07-16,2024-07-23,16,41
Apple,Fruits,33,2024-07-10,2024-07-25,18,15
Carrot,Vegetables,97,2024-07-20,2024-07-30,25,47
Apple,Fruits,69,2024-07-17,2024-08-01,18,33
Beef,Meat,39,2024-07-14,2024-07-21,34,17
Beef,Meat,51,2024-07-13,2024-07-20,34,16
Cookies,Snacks,98,2024-07-12,2024-11-09,0,0
Apple,Fruits,17,2024-07-14,2024-07-29,18,18
Milk,Dairy,76,2024-07-21,2024-07-31,29,33
Bread,Bakery,38,2024-07-13,2024-07-16,25,15
Cookies,Snacks,79,2024-07-17,2024-11-14,0,0
Yogurt,Dairy,91,2024-07-12,2024-07-24,10,41
Cookies,Snacks,40,2024-07-21,2024-11-18,0,1
Beef,Meat,69,2024-07-19,2024-07-26,34,44
Banana,Fruits,36,2024-07-15,2024-07-22,16,32
Butter,Dairy,26,2024-07-16,2024-08-15,28,5
Milk,Dairy,65,2024-07-16,2024-07-26,29,32
Potato,Vegetables,98,2024-07-18,2024-07-26,46,48
Potato,Vegetables,97,2024-07-21,2024-07-29,46,42
Broccoli,Vegetables,68,2024-07-19,2024-07-31,31,38
Broccoli,Vegetables,25,2024-07-19,2024-07-31,31,11
Butter,Dairy,10,2024-07-16,2024-08-15,28,11
Spinach,Vegetables,63,2024-07-23,2024-07-31,16,43
Butter,Dairy,25,2024-07-13,2024-08-12,28,5
Shrimp,Seafood,80,2024-07-11,2024-07-17,48,19
Tomato,Vegetables,77,2024-07-19,2024-08-01,38,49
Fish,Seafood,25,2024-07-10,2024-07-14,32,14
Shrimp,Seafood,63,2024-07-13,2024-07-19,48,10
Shrimp,Seafood,47,2024-07-21,2024-07-27,48,13
Milk,Dairy,76,2024-07-21,2024-07-31,29,42
Juice,Beverages,89,2024-07-22,2024-09-20,3,7
Juice,Beverages,16,2024-07-19,2024-09-17,3,9
Juice,Beverages,10,2024-07-20,2024-09-18,3,9
Potato,Vegetables,52,2024-07-13,2024-07-21,46,10
Orange,Fruits,86,2024-07-22,2024-08-11,42,33
Juice,Beverages,47,2024-07-11,2024-09-09,3,3
Carrot,Vegetables,76,2024-07-17,2024-07-27,25,38
Orange,Fruits,18,2024-07-20,2024-08-09,42,8
Banana,Fruits,99,2024-07-15,2024-07-22,16,41
Apple,Fruits,98,2024-07-12,2024-07-27,18,36
Banana,Fruits,48,2024-07-23,2024-07-30,16,43
Bread,Bakery,92,2024-07-17,2024-07-20,25,40
Juice,Beverages,76,2024-07-18,2024-09-16,3,9
Yogurt,Dairy,48,2024-07-23,2024-08-04,10,33
Soda,Beverages,72,2024-07-18,2024-10-16,18,7
Fish,Seafood,29,2024-07-18,2024-07-22,32,11
Carrot,Vegetables,81,2024-07-14,2024-07-24,25,30
Milk,Dairy,71,2024-07-21,2024-07-31,29,39
Broccoli,Vegetables,96,2024-07-16,2024-07-28,31,41
Bread,Bakery,60,2024-07-22,2024-07-25,25,34
Bread,Bakery,93,2024-07-15,2024-07-18,25,34
Broccoli,Vegetables,61,2024-07-10,2024-07-22,31,10
Yogurt,Dairy,64,2024-07-12,2024-07-24,10,41
Potato,Vegetables,86,2024-07-13,2024-07-21,46,10
Fish,Seafood,55,2024-07-13,2024-07-17,32,10
Milk,Dairy,63,2024-07-19,2024-07-29,29,38
Apple,Fruits,63,2024-07-10,2024-07-25,18,39
Orange,Fruits,20,2024-07-15,2024-08-04,42,12
Juice,Beverages,30,2024-07-18,2024-09-16,3,5
Shrimp,Seafood,14,2024-07-23,2024-07-29,48,12
Butter,Dairy,30,2024-07-22,2024-08-21,28,8
Yogurt,Dairy,27,2024-07-23,2024-08-04,10,23
Orange,Fruits,56,2024-07-10,2024-07-30,42,11
Spinach,Vegetables,33,2024-07-15,2024-07-23,16,31
Spinach,Vegetables,42,2024-07-11,2024-07-19,16,30
Broccoli,Vegetables,43,2024-07-20,2024-08-01,31,15
Shrimp,Seafood,28,2024-07-22,2024-07-28,48,15
Milk,Dairy,37,2024-07-16,2024-07-26,29,11
Cookies,Snacks,74,2024-07-18,2024-11-15,0,2
Soda,Beverages,11,2024-07-19,2024-10-17,18,0
Carrot,Vegetables,18,2024-07-23,2024-08-02,25,10
Cookies,Snacks,35,2024-07-11,2024-11-08,0,5
Soda,Beverages,33,2024-07-20,2024-10-18,18,0
Soda,Beverages,56,2024-07-13,2024-10-11,18,5
Beef,Meat,85,2024-07-14,2024-07-21,34,36
Bread,Bakery,58,2024-07-17,2024-07-20,25,37
Chips,Snacks,68,2024-07-10,2024-12-07,14,6
Milk,Dairy,84,2024-07-13,2024-07-23,29,45
Chips,Snacks,64,2024-07-16,2024-12-13,14,5
Carrot,Vegetables,70,2024-07-16,2024-07-26,25,33
Juice,Beverages,12,2024-07-11,2024-09-09,3,5
Chips,Snacks,52,2024-07-22,2024-12-19,14,8
Shrimp,Seafood,34,2024-07-11,2024-07-17,48,13
Juice,Beverages,14,2024-07-21,2024-09-19,3,6
Potato,Vegetables,54,2024-07-20,2024-07-28,46,12
Tomato,Vegetables,95,2024-07-17,2024-07-30,38,36
Potato,Vegetables,61,2024-07-17,2024-07-25,46,16
Tomato,Vegetables,78,2024-07-16,2024-07-29,38,34
Banana,Fruits,56,2024-07-12,2024-07-19,16,39
Yogurt,Dairy,89,2024-07-18,2024-07-30,10,37
Milk,Dairy,52,2024-07-16,2024-07-26,29,19
Chips,Snacks,22,2024-07-15,2024-12-12,14,0
Banana,Fruits,39,2024-07-20,2024-07-27,16,37
Carrot,Vegetables,61,2024-07-21,2024-07-31,25,36
Orange,Fruits,61,2024-07-14,2024-08-03,42,10
Soda,Beverages,97,2024-07-16,2024-10-14,18,3
Apple,Fruits,30,2024-07-21,2024-08-05,18,7
Milk,Dairy,60,2024-07-23,2024-08-02,29,32
Milk,Dairy,64,2024-07-19,2024-07-29,29,34
Carrot,Vegetables,90,2024-07-16,2024-07-26,25,31
Bread,Bakery,17,2024-07-12,2024-07-15,25,14
Orange,Fruits,14,2024-07-14,2024-08-03,42,5
Beef,Meat,73,2024-07-10,2024-07-17,34,38
Chips,Snacks,72,2024-07-12,2024-12-09,14,9
Soda,Beverages,73,2024-07-15,2024-10-13,18,3
Butter,Dairy,27,2024-07-20,2024-08-19,28,5
Tomato,Vegetables,85,2024-07-20,2024-08-02,38,34
Butter,Dairy,80,2024-07-23,2024-08-22,28,20
Potato,Vegetables,49,2024-07-11,2024-07-19,46,19
Broccoli,Vegetables,50,2024-07-19,2024-07-31,31,18
Carrot,Vegetables,11,2024-07-14,2024-07-24,25,15
Beef,Meat,52,2024-07-15,2024-07-22,34,11
Soda,Beverages,83,2024-07-10,2024-10-08,18,1
Potato,Vegetables,99,2024-07-11,2024-07-19,46,47
Beef,Meat,73,2024-07-16,2024-07-23,34,32
Butter,Dairy,65,2024-07-21,2024-08-20,28,30
Beef,Meat,19,2024-07-14,2024-07-21,34,15
Shrimp,Seafood,60,2024-07-15,2024-07-21,48,18
Butter,Dairy,41,2024-07-20,2024-08-19,28,12
Juice,Beverages,65,2024-07-13,2024-09-11,3,5
Apple,Fruits,47,2024-07-11,2024-07-26,18,35
Carrot,Vegetables,38,2024-07-22,2024-08-01,25,18
Soda,Beverages,58,2024-07-14,2024-10-12,18,3
Beef,Meat,70,2024-07-23,2024-07-30,34,47
Potato,Vegetables,56,2024-07-18,2024-07-26,46,14
Fish,Seafood,59,2024-07-10,2024-07-14,32,15
Butter,Dairy,24,2024-07-18,2024-08-17,28,6
Cookies,Snacks,34,2024-07-21,2024-11-18,0,1
Carrot,Vegetables,20,2024-07-21,2024-07-31,25,13
Potato,Vegetables,16,2024-07-14,2024-07-22,46,12
Butter,Dairy,91,2024-07-22,2024-08-21,28,23
Orange,Fruits,30,2024-07-20,2024-08-09,42,11
Fish,Seafood,67,2024-07-13,2024-07-17,32,43
Orange,Fruits,89,2024-07-13,2024-08-02,42,28
Broccoli,Vegetables,61,2024-07-22,2024-08-03,31,9
Milk,Dairy,47,2024-07-12,2024-07-22,29,10
Broccoli,Vegetables,56,2024-07-20,2024-08-01,31,15
Chips,Snacks,80,2024-07-17,2024-12-14,14,3
Juice,Beverages,11,2024-07-20,2024-09-18,3,7
Banana,Fruits,40,2024-07-11,2024-07-18,16,34
Cookies,Snacks,38,2024-07-22,2024-11-19,0,7
Beef,Meat,48,2024-07-22,2024-07-29,34,11
Apple,Fruits,74,2024-07-19,2024-08-03,18,22
Juice,Beverages,29,2024-07-15,2024-09-13,3,5
Fish,Seafood,59,2024-07-20,2024-07-24,32,13
Fish,Seafood,20,2024-07-16,2024-07-20,32,16
Potato,Vegetables,22,2024-07-17,2024-07-25,46,12
Apple,Fruits,97,2024-07-13,2024-07-28,18,43
Cookies,Snacks,21,2024-07-10,2024-11-07,0,9
Spinach,Vegetables,14,2024-07-13,2024-07-21,16,17
Tomato,Vegetables,67,2024-07-12,2024-07-25,38,18
Cookies,Snacks,43,2024-07-22,2024-11-19,0,7
Spinach,Vegetables,53,2024-07-19,2024-07-27,16,49
Shrimp,Seafood,88,2024-07-10,2024-07-16,48,13
Potato,Vegetables,25,2024-07-21,2024-07-29,46,19
Bread,Bakery,22,2024-07-10,2024-07-13,25,10
Juice,Beverages,35,2024-07-13,2024-09-11,3,6
Butter,Dairy,81,2024-07-20,2024-08-19,28,33
Tomato,Vegetables,79,2024-07-16,2024-07-29,38,42
Orange,Fruits,67,2024-07-20,2024-08-09,42,8
Tomato,Vegetables,44,2024-07-18,2024-07-31,38,12
Carrot,Vegetables,52,2024-07-17,2024-07-27,25,43
Milk,Dairy,87,2024-07-12,2024-07-22,29,38
Juice,Beverages,52,2024-07-14,2024-09-12,3,3
Beef,Meat,85,2024-07-20,2024-07-27,34,40
Chicken,Meat,94,2024-07-19,2024-07-24,39,40
Broccoli,Vegetables,30,2024-07-16,2024-07-28,31,16
Apple,Fruits,83,2024-07-18,2024-08-02,18,21
Yogurt,Dairy,95,2024-07-12,2024-07-24,10,46
Shrimp,Seafood,47,2024-07-18,2024-07-24,48,15
Milk,Dairy,25,2024-07-15,2024-07-25,29,16
Tomato,Vegetables,77,2024-07-14,2024-07-27,38,34
Yogurt,Dairy,43,2024-07-18,2024-07-30,10,37
Bread,Bakery,98,2024-07-20,2024-07-23,25,43
Shrimp,Seafood,20,2024-07-16,2024-07-22,48,12
Cookies,Snacks,40,2024-07-10,2024-11-07,0,8
Orange,Fruits,92,2024-07-12,2024-08-01,42,46
Apple,Fruits,67,2024-07-11,2024-07-26,18,32
Yogurt,Dairy,35,2024-07-12,2024-07-24,10,43
Fish,Seafood,61,2024-07-21,2024-07-25,32,14
Juice,Beverages,61,2024-07-18,2024-09-16,3,3
Spinach,Vegetables,34,2024-07-10,2024-07-18,16,44
Spinach,Vegetables,52,2024-07-16,2024-07-24,16,36
Cookies,Snacks,36,2024-07-10,2024-11-07,0,0
Broccoli,Vegetables,74,2024-07-18,2024-07-30,31,40
